Rank,Date,Tm,,Opp,,,Scorer,Age,Assist1,Assist2,Goalie,Per.,Time,Strength,Other,Arena Name
550,1984-02-27,EDM,@,WIN,W,OT,Wayne Gretzky,23,Glenn Anderson,Paul Coffey,Marc Behrend,2,8:12,PP,,Winnipeg Arena
551,1984-02-25,EDM,,TOR,W,,Wayne Gretzky,23,Jari Kurri,Rick Chartraw,Allan Bester,2,18:26,EV,,Northlands Coliseum
552,1984-02-25,EDM,,TOR,W,,Wayne Gretzky,23,Dave Hunter,Paul Coffey,Allan Bester,3,17:18,EV,,Northlands Coliseum
553,1984-02-22,EDM,@,PIT,W,,Wayne Gretzky,23,Pat Hughes,Dave Hunter,Roberto Romano,1,7:01,EV,,Pittsburgh Civic Arena
554,1984-02-22,EDM,@,PIT,W,,Wayne Gretzky,23,Pat Hughes,,Roberto Romano,2,4:23,EV,,Pittsburgh Civic Arena
555,1984-02-22,EDM,@,PIT,W,,Wayne Gretzky,23,Jari Kurri,Charlie Huddy,Roberto Romano,2,11:25,EV,,Pittsburgh Civic Arena
556,1984-02-22,EDM,@,PIT,W,,Wayne Gretzky,23,Paul Coffey,Jari Kurri,Roberto Romano,3,5:34,EV,,Pittsburgh Civic Arena
557,1984-02-21,EDM,@,STL,W,,Wayne Gretzky,23,Ken Linseman,Jari Kurri,Mike Liut,1,14:25,PP,,St. Louis Arena
558,1984-02-21,EDM,@,STL,W,,Wayne Gretzky,23,Paul Coffey,Mark Messier,Mike Liut,1,18:57,PP,,St. Louis Arena
559,1984-02-21,EDM,@,STL,W,,Wayne Gretzky,23,Dave Hunter,Pat Hughes,Mike Liut,2,12:51,EV,,St. Louis Arena
560,1984-02-21,EDM,@,STL,W,,Wayne Gretzky,23,,,Mike Liut,3,18:59,EV,,St. Louis Arena
561,1984-02-19,EDM,,PIT,W,,Wayne Gretzky,23,Glenn Anderson,Mark Messier,Roberto Romano,2,5:24,EV,,Northlands Coliseum
562,1984-02-19,EDM,,PIT,W,,Wayne Gretzky,23,,,Roberto Romano,2,6:18,EV,,Northlands Coliseum
563,1984-02-15,EDM,,WIN,W,,Wayne Gretzky,23,Jari Kurri,Jaroslav Pouzar,Doug Soetaert,3,11:32,EV,,Northlands Coliseum
564,1984-02-15,EDM,,WIN,W,,Wayne Gretzky,23,Jari Kurri,,Doug Soetaert,3,6:12,SH,,Northlands Coliseum
565,1984-01-27,EDM,,NJD,T,OT,Wayne Gretzky,23,Glenn Anderson,Grant Fuhr,Ron Low,1,16:11,EV,,Northlands Coliseum
566,1984-01-25,EDM,@,VAN,W,,Wayne Gretzky,22,Glenn Anderson,Jaroslav Pouzar,Frank Caprice,2,16:09,PP,,Pacific Coliseum
567,1984-01-25,EDM,@,VAN,W,,Wayne Gretzky,22,Glenn Anderson,,,3,19:38,EV,EN,Pacific Coliseum
568,1984-01-20,EDM,,LAK,W,,Wayne Gretzky,22,,,Marco Baron,2,18:29,EV,,Northlands Coliseum
569,1984-01-20,EDM,,LAK,W,,Wayne Gretzky,22,Paul Coffey,,Marco Baron,2,13:46,SH,,Northlands Coliseum
570,1984-01-18,EDM,,VAN,W,,Wayne Gretzky,22,Don Jackson,Grant Fuhr,Richard Brodeur,1,6:30,EV,,Northlands Coliseum
571,1984-01-18,EDM,,VAN,W,,Wayne Gretzky,22,Pat Hughes,Dave Hunter,Richard Brodeur,1,9:18,EV,,Northlands Coliseum
572,1984-01-18,EDM,,VAN,W,,Wayne Gretzky,22,Paul Coffey,,Richard Brodeur,1,17:56,EV,,Northlands Coliseum
573,1984-01-11,EDM,@,CBH,W,,Wayne Gretzky,22,,,,3,19:58,EV,EN,Chicago Stadium
574,1984-01-09,EDM,@,DET,W,,Wayne Gretzky,22,,,Greg Stefan,1,16:38,SH,,Joe Louis Arena
575,1984-01-09,EDM,@,DET,W,,Wayne Gretzky,22,,,Greg Stefan,2,13:42,EV,,Joe Louis Arena
576,1984-01-07,EDM,,HAR,W,,Wayne Gretzky,22,Mark Messier,Paul Coffey,Greg Millen,1,13:33,EV,,Northlands Coliseum
577,1984-01-07,EDM,,HAR,W,,Wayne Gretzky,22,Kevin Lowe,Lee Fogolin,Greg Millen,3,11:17,EV,,Northlands Coliseum
578,1984-01-07,EDM,,HAR,W,,Wayne Gretzky,22,Glenn Anderson,Mark Messier,,3,19:17,EV,EN,Northlands Coliseum
579,1984-01-04,EDM,,MNS,W,,Wayne Gretzky,22,Charlie Huddy,,Don Beaupre,1,7:41,EV,,Northlands Coliseum
580,1984-01-04,EDM,,MNS,W,,Wayne Gretzky,22,Charlie Huddy,Paul Coffey,Don Beaupre,1,18:58,EV,,Northlands Coliseum
581,1984-01-04,EDM,,MNS,W,,Wayne Gretzky,22,Mark Messier,Jari Kurri,Gilles Meloche,2,17:23,EV,,Northlands Coliseum
582,1984-01-04,EDM,,MNS,W,,Wayne Gretzky,22,Glenn Anderson,Mark Messier,Gilles Meloche,2,12:46,PP,,Northlands Coliseum
583,1984-01-03,EDM,@,CGY,W,,Wayne Gretzky,22,Paul Coffey,Willy Lindstrom,Don Edwards,1,9:19,EV,,Olympic Saddledome
584,1983-12-26,EDM,@,CGY,W,,Wayne Gretzky,22,,,Don Edwards,2,6:50,SH,,Olympic Saddledome
585,1983-12-23,EDM,,CGY,T,OT,Wayne Gretzky,22,Ken Linseman,Jari Kurri,Reggie Lemelin,1,7:18,EV,,Northlands Coliseum
586,1983-12-21,EDM,,WIN,W,,Wayne Gretzky,22,,,Brian Hayward,2,3:10,PP,,Northlands Coliseum
587,1983-12-21,EDM,,WIN,W,,Wayne Gretzky,22,Jari Kurri,,Brian Hayward,1,19:48,SH,,Northlands Coliseum
588,1983-12-21,EDM,,WIN,W,,Wayne Gretzky,22,Mark Messier,Paul Coffey,,3,19:41,SH,EN,Northlands Coliseum
589,1983-12-18,EDM,@,WIN,W,,Wayne Gretzky,22,,,Brian Hayward,2,4:12,EV,,Winnipeg Arena
590,1983-12-18,EDM,@,WIN,W,,Wayne Gretzky,22,Paul Coffey,,Brian Hayward,1,10:21,PP,,Winnipeg Arena
591,1983-12-17,EDM,,QUE,W,,Wayne Gretzky,22,Paul Coffey,Willy Lindstrom,Dan Bouchard,3,11:19,EV,,Northlands Coliseum
592,1983-12-14,EDM,@,NYR,W,,Wayne Gretzky,22,Willy Lindstrom,Jari Kurri,Glen Hanlon,1,0:08,EV,,Madison Square Garden (IV)
593,1983-12-14,EDM,@,NYR,W,,Wayne Gretzky,22,Jari Kurri,Paul Coffey,Glen Hanlon,3,4:40,EV,,Madison Square Garden (IV)
594,1983-12-14,EDM,@,NYR,W,,Wayne Gretzky,22,Jari Kurri,Charlie Huddy,Glen Hanlon,3,10:19,PP,,Madison Square Garden (IV)
595,1983-12-13,EDM,@,NYI,L,,Wayne Gretzky,22,Willy Lindstrom,Paul Coffey,Billy Smith,3,18:07,PP,,Nassau Veterans Memorial Coliseum
596,1983-11-30,EDM,,PHI,T,OT,Wayne Gretzky,22,Jari Kurri,Grant Fuhr,Bob Froese,2,16:51,EV,,Northlands Coliseum
597,1983-11-25,EDM,@,MNS,T,OT,Wayne Gretzky,22,Kevin Lowe,Jari Kurri,Gilles Meloche,1,11:55,EV,,Metropolitan Sports Center
598,1983-11-21,EDM,,WIN,W,,Wayne Gretzky,22,Paul Coffey,Jari Kurri,Brian Hayward,2,13:32,PP,,Northlands Coliseum
599,1983-11-19,EDM,,NJD,W,,Wayne Gretzky,22,Kevin Lowe,Pat Hughes,Ron Low,1,5:43,EV,,Northlands Coliseum
600,1983-11-19,EDM,,NJD,W,,Wayne Gretzky,22,Jari Kurri,Todd Strueby,Ron Low,2,12:52,EV,,Northlands Coliseum
601,1983-11-19,EDM,,NJD,W,,Wayne Gretzky,22,Glenn Anderson,,Glenn Resch,3,18:05,SH,,Northlands Coliseum
602,1983-11-12,EDM,@,DET,W,,Wayne Gretzky,22,,,Greg Stefan,1,7:25,EV,,Joe Louis Arena
603,1983-11-12,EDM,@,DET,W,,Wayne Gretzky,22,Randy Gregg,,Greg Stefan,1,9:59,EV,,Joe Louis Arena
604,1983-11-12,EDM,@,DET,W,,Wayne Gretzky,22,Jari Kurri,,Greg Stefan,3,19:16,EV,,Joe Louis Arena
605,1983-11-09,EDM,@,WSH,W,,Wayne Gretzky,22,Mark Messier,,Al Jensen,1,11:27,SH,,Capital Center
606,1983-11-08,EDM,@,QUE,W,,Wayne Gretzky,22,Jari Kurri,Charlie Huddy,Clint Malarchuk,2,13:50,EV,,Quebec Coliseum
607,1983-11-06,EDM,@,WIN,W,,Wayne Gretzky,22,Jari Kurri,Jaroslav Pouzar,Doug Soetaert,2,16:29,EV,,Winnipeg Arena
608,1983-11-06,EDM,@,WIN,W,,Wayne Gretzky,22,Jari Kurri,Grant Fuhr,Doug Soetaert,3,12:39,EV,,Winnipeg Arena
609,1983-11-06,EDM,@,WIN,W,,Wayne Gretzky,22,Randy Gregg,Grant Fuhr,,3,19:53,EV,EN,Winnipeg Arena
610,1983-11-06,EDM,@,WIN,W,,Wayne Gretzky,22,Jari Kurri,,Doug Soetaert,2,11:40,SH,,Winnipeg Arena
611,1983-11-02,EDM,,WSH,W,,Wayne Gretzky,22,,,Al Jensen,1,8:31,EV,,Northlands Coliseum
612,1983-11-02,EDM,,WSH,W,,Wayne Gretzky,22,Mark Messier,Jari Kurri,Al Jensen,1,19:49,PP,,Northlands Coliseum
613,1983-10-30,EDM,@,NYR,W,OT,Wayne Gretzky,22,Charlie Huddy,Paul Coffey,Steve Weeks,2,15:26,EV,,Madison Square Garden (IV)
614,1983-10-26,EDM,@,TOR,L,,Wayne Gretzky,22,Mark Messier,Jari Kurri,Rick St. Croix,2,2:43,PP,,Maple Leaf Gardens
615,1983-10-20,EDM,@,LAK,L,,Wayne Gretzky,22,Paul Coffey,,Mike Blake,3,5:32,PP,,Great Western Forum
616,1983-10-19,EDM,@,VAN,W,,Wayne Gretzky,22,Mark Messier,Paul Coffey,Richard Brodeur,3,5:51,EV,,Pacific Coliseum
617,1983-10-19,EDM,@,VAN,W,,Wayne Gretzky,22,,,,3,18:55,EV,EN,Pacific Coliseum
618,1983-10-16,EDM,,CGY,W,,Wayne Gretzky,22,Glenn Anderson,Jari Kurri,Don Edwards,3,19:07,EV,,Northlands Coliseum
619,1983-10-15,EDM,@,CGY,W,,Wayne Gretzky,22,Paul Coffey,Jari Kurri,Reggie Lemelin,2,1:06,PP,,Olympic Saddledome
620,1983-10-12,EDM,,DET,W,,Wayne Gretzky,22,Dave Hunter,Randy Gregg,Eddie Mio,1,10:06,EV,,Northlands Coliseum
621,1983-10-12,EDM,,DET,W,,Wayne Gretzky,22,Glenn Anderson,Mark Messier,Eddie Mio,2,0:27,PP,,Northlands Coliseum
622,1983-10-09,EDM,,MNS,W,OT,Wayne Gretzky,22,Dave Lumley,Randy Gregg,Gilles Meloche,1,19:59,EV,,Northlands Coliseum
623,1983-10-07,EDM,@,WIN,W,,Wayne Gretzky,22,Jari Kurri,Lee Fogolin,Brian Hayward,2,15:47,EV,,Winnipeg Arena
624,1983-10-07,EDM,@,WIN,W,,Wayne Gretzky,22,Lee Fogolin,Jari Kurri,Brian Hayward,2,9:56,SH,,Winnipeg Arena
625,1983-10-05,EDM,,TOR,W,,Wayne Gretzky,22,Lee Fogolin,,Rick St. Croix,3,2:33,SH,,Northlands Coliseum
626,1983-04-03,EDM,,CGY,T,,Wayne Gretzky,22,Kevin Lowe,,Don Edwards,2,16:29,EV,,Northlands Coliseum
627,1983-04-01,EDM,,WIN,W,,Wayne Gretzky,22,Jari Kurri,Charlie Huddy,Doug Soetaert,1,13:49,EV,,Northlands Coliseum
628,1983-03-29,EDM,@,VAN,W,,Wayne Gretzky,22,Glenn Anderson,Jari Kurri,Richard Brodeur,3,3:18,EV,,Pacific Coliseum
629,1983-03-26,EDM,@,LAK,W,,Wayne Gretzky,22,Paul Coffey,,Gary Laskoski,2,2:21,PP,,Great Western Forum
630,1983-03-26,EDM,@,LAK,W,,Wayne Gretzky,22,Glenn Anderson,Jari Kurri,Gary Laskoski,3,18:04,PP,,Great Western Forum
631,1983-03-21,EDM,@,TOR,W,,Wayne Gretzky,22,Paul Coffey,Charlie Huddy,Mike Palmateer,2,3:14,PP,,Maple Leaf Gardens
632,1983-03-19,EDM,,DET,W,,Wayne Gretzky,22,Glenn Anderson,Charlie Huddy,Gilles Gilbert,1,12:04,PP,,Northlands Coliseum
633,1983-03-16,EDM,,VAN,W,,Wayne Gretzky,22,Paul Coffey,Willy Lindstrom,John Garrett,3,16:00,EV,,Northlands Coliseum
634,1983-03-13,EDM,,BUF,W,,Wayne Gretzky,22,Jari Kurri,Willy Lindstrom,Bob Sauve,3,3:24,EV,,Northlands Coliseum
635,1983-03-08,EDM,@,HAR,W,,Wayne Gretzky,22,Charlie Huddy,,Mike Veisor,1,16:30,EV,,Hartford Civic Center
636,1983-03-08,EDM,@,HAR,W,,Wayne Gretzky,22,Don Jackson,Jari Kurri,Mike Veisor,2,8:29,EV,,Hartford Civic Center
637,1983-03-08,EDM,@,HAR,W,,Wayne Gretzky,22,Glenn Anderson,,Mike Veisor,3,2:29,EV,,Hartford Civic Center
638,1983-03-06,EDM,@,BOS,L,,Wayne Gretzky,22,Kevin Lowe,Jari Kurri,Marco Baron,1,14:15,EV,,Boston Garden
639,1983-03-05,EDM,@,TOR,W,,Wayne Gretzky,22,Charlie Huddy,,Mike Palmateer,1,2:29,EV,,Maple Leaf Gardens
640,1983-03-05,EDM,@,TOR,W,,Wayne Gretzky,22,,,Mike Palmateer,2,13:56,EV,,Maple Leaf Gardens
641,1983-03-02,EDM,@,WSH,W,,Wayne Gretzky,22,Paul Coffey,Jari Kurri,,3,19:29,EV,EN,Capital Center
642,1983-03-01,EDM,@,NJD,W,,Wayne Gretzky,22,,,Glenn Resch,2,16:25,SH,,Brendan Byrne Arena
643,1983-02-25,EDM,,STL,T,,Wayne Gretzky,22,Paul Coffey,Garry Lariviere,Rick Heinz,3,8:26,EV,,Northlands Coliseum
644,1983-02-23,EDM,,WSH,W,,Wayne Gretzky,22,Kevin Lowe,Jaroslav Pouzar,Al Jensen,1,7:03,PP,,Northlands Coliseum
645,1983-02-23,EDM,,WSH,W,,Wayne Gretzky,22,Randy Gregg,Jari Kurri,Al Jensen,3,1:26,SH,,Northlands Coliseum
646,1983-02-22,EDM,@,CGY,L,,Wayne Gretzky,22,Jari Kurri,Charlie Huddy,Don Edwards,3,16:05,EV,,Stampede Corral
647,1983-02-19,EDM,@,PIT,W,,Wayne Gretzky,22,Kevin Lowe,,Denis Herron,2,10:48,EV,,Pittsburgh Civic Arena
648,1983-02-19,EDM,@,PIT,W,,Wayne Gretzky,22,Lee Fogolin,Kevin Lowe,Nick Ricci,3,14:41,EV,,Pittsburgh Civic Arena
649,1983-02-14,EDM,@,MTL,L,,Wayne Gretzky,22,Glenn Anderson,Ken Linseman,Rick Wamsley,2,9:33,PP,,Montreal Forum
650,1983-02-14,EDM,@,MTL,L,,Wayne Gretzky,22,Ken Linseman,Mark Messier,Rick Wamsley,2,16:56,PP,,Montreal Forum
651,1983-02-11,EDM,,QUE,W,,Wayne Gretzky,22,Paul Coffey,,Clint Malarchuk,3,17:23,EV,,Northlands Coliseum
652,1983-02-04,EDM,,MTL,W,,Wayne Gretzky,22,Tom Roulston,Andy Moog,Rick Wamsley,2,5:30,EV,,Northlands Coliseum
653,1983-01-26,EDM,,TOR,T,,Wayne Gretzky,22,Jari Kurri,Mark Messier,Rick St. Croix,1,4:12,EV,,Northlands Coliseum
654,1983-01-26,EDM,,TOR,T,,Wayne Gretzky,22,Glenn Anderson,Mark Messier,Rick St. Croix,1,12:33,PP,,Northlands Coliseum
655,1983-01-23,EDM,,LAK,W,,Wayne Gretzky,21,Jari Kurri,Mark Messier,Mario Lessard,3,5:16,EV,,Northlands Coliseum
656,1983-01-22,EDM,@,VAN,L,,Wayne Gretzky,21,Paul Coffey,,Richard Brodeur,3,19:48,EV,,Pacific Coliseum
657,1983-01-19,EDM,,VAN,W,,Wayne Gretzky,21,,,Richard Brodeur,3,10:52,EV,,Northlands Coliseum
658,1983-01-18,EDM,@,LAK,T,,Wayne Gretzky,21,Paul Coffey,,Doug Keans,2,0:21,PP,,Great Western Forum
659,1983-01-15,EDM,@,MNS,W,,Wayne Gretzky,21,,,Gilles Meloche,3,6:36,EV,,Metropolitan Sports Center
660,1983-01-12,EDM,@,CBH,W,,Wayne Gretzky,21,Pat Hughes,,Murray Bannerman,2,3:41,EV,,Chicago Stadium
661,1983-01-12,EDM,@,CBH,W,,Wayne Gretzky,21,Paul Coffey,Jari Kurri,Murray Bannerman,3,0:32,PP,,Chicago Stadium
662,1983-01-07,EDM,,PIT,W,,Wayne Gretzky,21,Jari Kurri,Kevin Lowe,Denis Herron,2,19:19,EV,,Northlands Coliseum
663,1983-01-07,EDM,,PIT,W,,Wayne Gretzky,21,Jari Kurri,Jaroslav Pouzar,Denis Herron,1,12:27,EV,,Northlands Coliseum
664,1983-01-05,EDM,@,WIN,W,,Wayne Gretzky,21,Jari Kurri,Paul Coffey,Ed Staniowski,1,11:37,EV,,Winnipeg Arena
665,1983-01-05,EDM,@,WIN,W,,Wayne Gretzky,21,Jari Kurri,Paul Coffey,Ed Staniowski,3,15:08,SH,,Winnipeg Arena
666,1983-01-04,EDM,@,CGY,W,,Wayne Gretzky,21,Randy Gregg,,Don Edwards,1,17:41,EV,,Stampede Corral
667,1982-12-31,EDM,@,VAN,W,,Wayne Gretzky,21,Jari Kurri,Paul Coffey,Richard Brodeur,2,17:38,EV,,Pacific Coliseum
668,1982-12-31,EDM,@,VAN,W,,Wayne Gretzky,21,Paul Coffey,Charlie Huddy,Richard Brodeur,2,12:04,PP,,Pacific Coliseum
669,1982-12-23,EDM,@,LAK,W,,Wayne Gretzky,21,Jari Kurri,Ken Linseman,Mario Lessard,2,18:29,EV,,Great Western Forum
670,1982-12-22,EDM,,MNS,W,,Wayne Gretzky,21,Charlie Huddy,,Don Beaupre,2,2:27,EV,,Northlands Coliseum
671,1982-12-17,EDM,,NJD,W,,Wayne Gretzky,21,Glenn Anderson,Mark Messier,Glenn Resch,2,11:26,PP,,Northlands Coliseum
672,1982-12-11,EDM,@,MNS,L,,Wayne Gretzky,21,,,Don Beaupre,1,16:34,SH,,Metropolitan Sports Center
673,1982-12-07,EDM,,STL,W,,Wayne Gretzky,21,Randy Gregg,Ken Linseman,Mike Liut,3,9:10,EV,,Northlands Coliseum
674,1982-12-07,EDM,,STL,W,,Wayne Gretzky,21,Paul Coffey,Glenn Anderson,Mike Liut,2,6:23,PP,,Northlands Coliseum
675,1982-12-05,EDM,,LAK,W,,Wayne Gretzky,21,Charlie Huddy,,Gary Laskoski,2,7:35,EV,,Northlands Coliseum
676,1982-12-04,EDM,,CGY,W,,Wayne Gretzky,21,Jari Kurri,,Reggie Lemelin,3,0:33,EV,,Northlands Coliseum
677,1982-11-26,EDM,@,WIN,W,,Wayne Gretzky,21,Jari Kurri,Randy Gregg,Ed Staniowski,1,17:42,EV,,Winnipeg Arena
678,1982-11-26,EDM,@,WIN,W,,Wayne Gretzky,21,Jari Kurri,Jaroslav Pouzar,Ed Staniowski,3,7:01,EV,,Winnipeg Arena
679,1982-11-24,EDM,,WSH,T,,Wayne Gretzky,21,Dave Lumley,,Pat Riggin,2,0:40,EV,,Northlands Coliseum
680,1982-11-21,EDM,,QUE,L,,Wayne Gretzky,21,,,Clint Malarchuk,1,14:44,EV,,Northlands Coliseum
681,1982-11-21,EDM,,QUE,L,,Wayne Gretzky,21,Charlie Huddy,Kevin Lowe,Clint Malarchuk,2,4:24,EV,,Northlands Coliseum
682,1982-11-21,EDM,,QUE,L,,Wayne Gretzky,21,Jari Kurri,Pat Hughes,Clint Malarchuk,2,12:25,PP,,Northlands Coliseum
683,1982-11-14,EDM,@,NYR,W,,Wayne Gretzky,21,Charlie Huddy,Jaroslav Pouzar,Steve Weeks,2,1:15,EV,,Madison Square Garden (IV)
684,1982-11-14,EDM,@,NYR,W,,Wayne Gretzky,21,Mark Messier,Paul Coffey,Steve Weeks,2,13:23,PP,,Madison Square Garden (IV)
685,1982-11-13,EDM,@,PHI,W,,Wayne Gretzky,21,Jaroslav Pouzar,Paul Coffey,Pelle Lindbergh,2,4:18,EV,,The Spectrum
686,1982-11-11,EDM,@,NJD,W,,Wayne Gretzky,21,Ken Linseman,Mark Messier,Glenn Resch,2,15:17,PP,,Brendan Byrne Arena
687,1982-11-05,EDM,,NYR,W,,Wayne Gretzky,21,Jari Kurri,Kevin Lowe,Eddie Mio,3,10:16,EV,,Northlands Coliseum
688,1982-11-03,EDM,,WIN,W,,Wayne Gretzky,21,Glenn Anderson,Dave Hunter,Doug Soetaert,3,7:20,EV,,Northlands Coliseum
689,1982-10-31,EDM,,VAN,L,,Wayne Gretzky,21,Jari Kurri,Mark Messier,Richard Brodeur,1,14:20,EV,,Northlands Coliseum
690,1982-10-29,EDM,,LAK,W,,Wayne Gretzky,21,Laurie Boschman,Paul Coffey,Mike Blake,3,17:34,SH,,Northlands Coliseum
691,1982-10-17,EDM,@,BUF,L,,Wayne Gretzky,21,Tom Roulston,Charlie Huddy,Bob Sauve,2,10:59,EV,,Buffalo Memorial Auditorium
692,1982-10-14,EDM,@,HAR,T,,Wayne Gretzky,21,Charlie Huddy,,Greg Millen,2,4:27,EV,,Hartford Civic Center
693,1982-10-12,EDM,@,CGY,L,,Wayne Gretzky,21,Jari Kurri,Randy Gregg,Don Edwards,1,11:35,PP,,Stampede Corral
694,1982-10-09,EDM,@,VAN,W,,Wayne Gretzky,21,Andy Moog,,,3,19:32,SH,EN,Pacific Coliseum
695,1982-10-09,EDM,@,VAN,W,,Wayne Gretzky,21,Jaroslav Pouzar,Kevin Lowe,Richard Brodeur,2,12:09,EV,,Pacific Coliseum
696,1982-10-08,EDM,,NYI,L,,Wayne Gretzky,21,Paul Coffey,Jari Kurri,Billy Smith,1,14:27,PP,,Northlands Coliseum
697,1982-03-28,EDM,@,LAK,W,,Wayne Gretzky,21,Glenn Anderson,,Mike Blake,3,1:50,EV,,Great Western Forum
698,1982-03-26,EDM,@,CLR,T,,Wayne Gretzky,21,Pat Hughes,Lee Fogolin,Glenn Resch,2,17:56,EV,,McNichols Sports Arena
699,1982-03-25,EDM,@,CGY,W,,Wayne Gretzky,21,Dave Lumley,,Reggie Lemelin,2,8:10,SH,,Stampede Corral
700,1982-03-25,EDM,@,CGY,W,,Wayne Gretzky,21,Charlie Huddy,,Reggie Lemelin,2,8:37,SH,,Stampede Corral
701,1982-03-19,EDM,,CGY,T,,Wayne Gretzky,21,Glenn Anderson,,Reggie Lemelin,3,13:04,EV,,Northlands Coliseum
702,1982-03-17,EDM,,PIT,W,,Wayne Gretzky,21,Matti Hagman,Mark Messier,Michel Dion,1,12:16,PP,,Northlands Coliseum
703,1982-03-17,EDM,,PIT,W,,Wayne Gretzky,21,Jari Kurri,Risto Siltanen,Michel Dion,2,13:52,EV,,Northlands Coliseum
704,1982-03-17,EDM,,PIT,W,,Wayne Gretzky,21,Paul Coffey,,Michel Dion,3,11:33,EV,,Northlands Coliseum
705,1982-03-15,EDM,,LAK,T,,Wayne Gretzky,21,Jari Kurri,Charlie Huddy,Mario Lessard,2,15:55,EV,,Northlands Coliseum
706,1982-03-15,EDM,,LAK,T,,Wayne Gretzky,21,Jari Kurri,Paul Coffey,Mario Lessard,2,17:54,SH,,Northlands Coliseum
707,1982-02-28,EDM,@,WSH,W,,Wayne Gretzky,21,Dave Lumley,,Dave Parro,2,7:18,EV,,Capital Center
708,1982-02-28,EDM,@,WSH,W,,Wayne Gretzky,21,Jari Kurri,,,3,19:20,EV,EN,Capital Center
709,1982-02-27,EDM,@,PIT,W,,Wayne Gretzky,21,Jari Kurri,Kevin Lowe,,3,19:05,EV,EN,Pittsburgh Civic Arena
710,1982-02-24,EDM,@,BUF,W,,Wayne Gretzky,21,Risto Siltanen,Pat Hughes,Don Edwards,3,19:43,PP,,Buffalo Memorial Auditorium
711,1982-02-24,EDM,@,BUF,W,,Wayne Gretzky,21,,,Don Edwards,3,13:24,EV,,Buffalo Memorial Auditorium
712,1982-02-24,EDM,@,BUF,W,,Wayne Gretzky,21,Mark Messier,Jari Kurri,Don Edwards,3,18:16,EV,,Buffalo Memorial Auditorium
713,1982-02-21,EDM,@,DET,W,,Wayne Gretzky,21,Glenn Anderson,Risto Siltanen,Bob Sauve,3,16:34,EV,,Joe Louis Arena
714,1982-02-19,EDM,,HAR,W,,Wayne Gretzky,21,Jari Kurri,Charlie Huddy,Greg Millen,2,11:28,EV,,Northlands Coliseum
715,1982-02-19,EDM,,HAR,W,,Wayne Gretzky,21,Mark Messier,,Greg Millen,3,9:56,EV,,Northlands Coliseum
716,1982-02-19,EDM,,HAR,W,,Wayne Gretzky,21,Jari Kurri,Risto Siltanen,Greg Millen,1,18:36,PP,,Northlands Coliseum
717,1982-02-17,EDM,,MNS,W,,Wayne Gretzky,21,Risto Siltanen,,Don Beaupre,2,6:48,EV,,Northlands Coliseum
718,1982-02-17,EDM,,MNS,W,,Wayne Gretzky,21,Glenn Anderson,Jari Kurri,Don Beaupre,3,4:45,EV,,Northlands Coliseum
719,1982-02-12,EDM,,WSH,W,,Wayne Gretzky,21,Jari Kurri,,Dave Parro,2,9:02,EV,,Northlands Coliseum
720,1982-02-07,EDM,,NYR,W,,Wayne Gretzky,21,Paul Coffey,Jari Kurri,Eddie Mio,3,11:20,EV,,Northlands Coliseum
721,1982-02-03,EDM,,MTL,L,,Wayne Gretzky,21,Paul Coffey,Jari Kurri,Rick Wamsley,2,19:16,EV,,Northlands Coliseum
722,1982-01-31,EDM,,PHI,W,,Wayne Gretzky,21,Paul Coffey,Glenn Anderson,Rick St. Croix,1,12:58,EV,,Northlands Coliseum
723,1982-01-31,EDM,,PHI,W,,Wayne Gretzky,21,Paul Coffey,,Rick St. Croix,2,7:55,EV,,Northlands Coliseum
724,1982-01-31,EDM,,PHI,W,,Wayne Gretzky,21,Matti Hagman,Paul Coffey,Rick St. Croix,3,5:31,EV,,Northlands Coliseum
725,1982-01-29,EDM,,BUF,W,,Wayne Gretzky,21,Dave Lumley,Glenn Anderson,Don Edwards,3,8:51,EV,,Northlands Coliseum
726,1982-01-27,EDM,@,CBH,T,,Wayne Gretzky,21,Pat Hughes,Paul Coffey,Tony Esposito,3,11:39,PP,,Chicago Stadium
727,1982-01-26,EDM,@,STL,W,,Wayne Gretzky,21,Paul Coffey,Dave Lumley,Gary Edwards,3,9:49,PP,,The Checkerdome
728,1982-01-22,EDM,@,VAN,W,,Wayne Gretzky,20,Glenn Anderson,Jari Kurri,Richard Brodeur,3,13:32,EV,,Pacific Coliseum
729,1982-01-20,EDM,,STL,W,,Wayne Gretzky,20,Glenn Anderson,Garry Lariviere,Gary Edwards,1,9:04,EV,,Northlands Coliseum
730,1982-01-20,EDM,,STL,W,,Wayne Gretzky,20,Charlie Huddy,,Gary Edwards,3,15:30,EV,,Northlands Coliseum
731,1982-01-20,EDM,,STL,W,,Wayne Gretzky,20,Charlie Huddy,Paul Coffey,Gary Edwards,2,18:59,PP,,Northlands Coliseum
732,1982-01-16,EDM,@,TOR,L,,Wayne Gretzky,20,Glenn Anderson,Paul Coffey,Michel Larocque,2,12:34,EV,,Maple Leaf Gardens
733,1982-01-14,EDM,@,PHI,L,,Wayne Gretzky,20,Stan Weir,,Pete Peeters,3,17:12,EV,,The Spectrum
734,1982-01-13,EDM,@,WSH,T,,Wayne Gretzky,20,Dave Lumley,Garry Lariviere,Dave Parro,1,1:58,EV,,Capital Center
