Business,Country,COVb2a,COVb2b,COVb2c
5521,Russian Federation,3,NA,80
5522,Russian Federation,3,NA,45
5523,Russian Federation,NA,NA,NA
5524,Russian Federation,NA,NA,NA
5525,Russian Federation,3,NA,35
5526,Russian Federation,1,30,NA
5527,Russian Federation,NA,NA,NA
5528,Russian Federation,3,NA,90
5529,Russian Federation,3,NA,15
5530,Russian Federation,3,NA,30
5531,Russian Federation,2,NA,NA
5532,Russian Federation,2,NA,NA
5533,Russian Federation,NA,NA,NA
5534,Russian Federation,3,NA,100
5535,Russian Federation,NA,NA,NA
5536,Russian Federation,3,NA,100
5537,Russian Federation,NA,NA,NA
5538,Russian Federation,3,NA,34
5539,Russian Federation,NA,NA,NA
5540,Russian Federation,2,NA,NA
5541,Russian Federation,NA,NA,NA
5542,Russian Federation,NA,NA,NA
5543,Russian Federation,NA,NA,NA
5544,Russian Federation,NA,NA,NA
5545,Russian Federation,2,NA,NA
5546,Russian Federation,NA,NA,NA
5547,Russian Federation,3,NA,30
5548,Russian Federation,3,NA,40
5549,Russian Federation,NA,NA,NA
5550,Russian Federation,3,NA,20
5551,Russian Federation,3,NA,30
5552,Russian Federation,3,NA,-9
5553,Russian Federation,3,NA,30
5554,Russian Federation,2,NA,NA
5555,Russian Federation,NA,NA,NA
5556,Russian Federation,NA,NA,NA
5557,Russian Federation,NA,NA,NA
5558,Russian Federation,3,NA,10
5559,Russian Federation,3,NA,10
5560,Russian Federation,2,NA,NA
5561,Russian Federation,2,NA,NA
5562,Russian Federation,3,NA,20
5563,Russian Federation,3,NA,30
5564,Russian Federation,2,NA,NA
5565,Russian Federation,3,NA,5
5566,Russian Federation,3,NA,40
5567,Russian Federation,3,NA,30
5568,Russian Federation,3,NA,50
5569,Russian Federation,3,NA,40
5570,Russian Federation,3,NA,20
5571,Russian Federation,3,NA,30
5572,Russian Federation,NA,NA,NA
5573,Russian Federation,NA,NA,NA
5574,Russian Federation,2,NA,NA
5575,Russian Federation,2,NA,NA
5576,Russian Federation,NA,NA,NA
5577,Russian Federation,2,NA,NA
5578,Russian Federation,3,NA,35
5579,Russian Federation,3,NA,20
5580,Russian Federation,3,NA,25
5581,Russian Federation,3,NA,100
5582,Russian Federation,NA,NA,NA
5583,Russian Federation,1,15,NA
5584,Russian Federation,NA,NA,NA
5585,Russian Federation,3,NA,40
5586,Russian Federation,NA,NA,NA
5587,Russian Federation,2,NA,NA
5588,Russian Federation,1,10,NA
5589,Russian Federation,NA,NA,NA
5590,Russian Federation,3,NA,90
5591,Russian Federation,3,NA,30
5592,Russian Federation,NA,NA,NA
5593,Russian Federation,2,NA,NA
5594,Russian Federation,3,NA,60
5595,Russian Federation,2,NA,NA
5596,Russian Federation,3,NA,10
5597,Russian Federation,3,NA,30
5598,Russian Federation,NA,NA,NA
5599,Russian Federation,NA,NA,NA
5600,Russian Federation,2,NA,NA
5601,Russian Federation,NA,NA,NA
5602,Russian Federation,NA,NA,NA
5603,Russian Federation,NA,NA,NA
5604,Russian Federation,NA,NA,NA
5605,Russian Federation,-99,NA,NA
5606,Russian Federation,2,NA,NA
5607,Russian Federation,NA,NA,NA
5608,Russian Federation,3,NA,20
5609,Russian Federation,2,NA,NA
5610,Russian Federation,3,NA,35
5611,Russian Federation,NA,NA,NA
5612,Russian Federation,3,NA,15
5613,Russian Federation,1,20,NA
5614,Russian Federation,3,NA,15
5615,Russian Federation,3,NA,50
5616,Russian Federation,NA,NA,NA
5617,Russian Federation,NA,NA,NA
5618,Russian Federation,3,NA,30
5619,Russian Federation,3,NA,40
5620,Russian Federation,NA,NA,NA
5621,Russian Federation,3,NA,40
5622,Russian Federation,3,NA,30
5623,Russian Federation,3,NA,20
5624,Russian Federation,2,NA,NA
5625,Russian Federation,2,NA,NA
5626,Russian Federation,3,NA,30
5627,Russian Federation,2,NA,NA
5628,Russian Federation,3,NA,20
5629,Russian Federation,3,NA,30
5630,Russian Federation,3,NA,100
5631,Russian Federation,3,NA,50
5632,Russian Federation,NA,NA,NA
5633,Russian Federation,3,NA,40
5634,Russian Federation,2,NA,NA
5635,Russian Federation,2,NA,NA
5636,Russian Federation,3,NA,50
5637,Russian Federation,3,NA,25
5638,Russian Federation,3,NA,20
5639,Russian Federation,NA,NA,NA
5640,Russian Federation,3,NA,10
5641,Russian Federation,NA,NA,NA
5642,Russian Federation,2,NA,NA
5643,Russian Federation,3,NA,35
5644,Russian Federation,2,NA,NA
5645,Russian Federation,3,NA,20
5646,Russian Federation,3,NA,10
5647,Russian Federation,NA,NA,NA
5648,Russian Federation,3,NA,20
5649,Russian Federation,3,NA,30
5650,Russian Federation,NA,NA,NA
5651,Russian Federation,2,NA,NA
5652,Russian Federation,3,NA,30
5653,Russian Federation,1,5,NA
5654,Russian Federation,NA,NA,NA
5655,Russian Federation,1,10,NA
5656,Russian Federation,NA,NA,NA
5657,Russian Federation,NA,NA,NA
5658,Russian Federation,3,NA,70
5659,Russian Federation,3,NA,30
5660,Russian Federation,3,NA,40
5661,Russian Federation,3,NA,50
5662,Russian Federation,3,NA,60
5663,Russian Federation,3,NA,60
5664,Russian Federation,3,NA,15
5665,Russian Federation,2,NA,NA
5666,Russian Federation,2,NA,NA
5667,Russian Federation,3,NA,50
5668,Russian Federation,3,NA,80
5669,Russian Federation,NA,NA,NA
5670,Russian Federation,NA,NA,NA
5671,Russian Federation,3,NA,70
5672,Russian Federation,3,NA,30
5673,Russian Federation,2,NA,NA
5674,Russian Federation,3,NA,30
5675,Russian Federation,2,NA,NA
5676,Russian Federation,3,NA,15
5677,Russian Federation,3,NA,20
5678,Russian Federation,3,NA,50
5679,Russian Federation,3,NA,60
5680,Russian Federation,NA,NA,NA
5681,Russian Federation,3,NA,25
5682,Russian Federation,2,NA,NA
5683,Russian Federation,3,NA,40
5684,Russian Federation,2,NA,NA
5685,Russian Federation,3,NA,100
5686,Russian Federation,3,NA,30
5687,Russian Federation,3,NA,35
5688,Russian Federation,3,NA,100
5689,Russian Federation,2,NA,NA
5690,Russian Federation,3,NA,20
5691,Russian Federation,2,NA,NA
5692,Russian Federation,3,NA,20
5693,Russian Federation,3,NA,15
5694,Russian Federation,NA,NA,NA
5695,Russian Federation,NA,NA,NA
5696,Russian Federation,3,NA,20
5697,Russian Federation,3,NA,30
5698,Russian Federation,3,NA,-9
5699,Russian Federation,NA,NA,NA
5700,Russian Federation,NA,NA,NA
5701,Russian Federation,3,NA,30
5702,Russian Federation,3,NA,20
5703,Russian Federation,2,NA,NA
5704,Russian Federation,NA,NA,NA
5705,Russian Federation,3,NA,30
5706,Russian Federation,3,NA,30
5707,Russian Federation,3,NA,25
5708,Russian Federation,3,NA,45
5709,Russian Federation,3,NA,100
5710,Russian Federation,2,NA,NA
5711,Russian Federation,NA,NA,NA
5712,Russian Federation,3,NA,20
5713,Russian Federation,NA,NA,NA
5714,Russian Federation,3,NA,25
5715,Russian Federation,3,NA,45
5716,Russian Federation,3,NA,20
5717,Russian Federation,3,NA,90
5718,Russian Federation,3,NA,5
5719,Russian Federation,3,NA,30
5720,Russian Federation,2,NA,NA
5721,Russian Federation,3,NA,30
5722,Russian Federation,3,NA,80
5723,Russian Federation,3,NA,30
5724,Russian Federation,NA,NA,NA
5725,Russian Federation,NA,NA,NA
5726,Russian Federation,2,NA,NA
5727,Russian Federation,3,NA,70
5728,Russian Federation,3,NA,60
5729,Russian Federation,NA,NA,NA
5730,Russian Federation,NA,NA,NA
5731,Russian Federation,NA,NA,NA
5732,Russian Federation,3,NA,25
5733,Russian Federation,3,NA,25
5734,Russian Federation,3,NA,100
5735,Russian Federation,NA,NA,NA
5736,Russian Federation,2,NA,NA
5737,Russian Federation,3,NA,50
5738,Russian Federation,NA,NA,NA
5739,Russian Federation,NA,NA,NA
5740,Russian Federation,3,NA,50
5741,Russian Federation,3,NA,60
5742,Russian Federation,3,NA,35
5743,Russian Federation,3,NA,70
5744,Russian Federation,3,NA,20
5745,Russian Federation,3,NA,17
5746,Russian Federation,3,NA,25
5747,Russian Federation,3,NA,40
5748,Russian Federation,3,NA,50
5749,Russian Federation,3,NA,40
5750,Russian Federation,3,NA,100
5751,Russian Federation,3,NA,15
5752,Russian Federation,1,15,NA
5753,Russian Federation,3,NA,40
5754,Russian Federation,3,NA,30
5755,Russian Federation,3,NA,30
5756,Russian Federation,3,NA,35
5757,Russian Federation,NA,NA,NA
5758,Russian Federation,NA,NA,NA
5759,Russian Federation,1,20,NA
5760,Russian Federation,3,NA,80
5761,Russian Federation,3,NA,35
5762,Russian Federation,3,NA,50
5763,Russian Federation,3,NA,30
5764,Russian Federation,3,NA,10
5765,Russian Federation,2,NA,NA
5766,Russian Federation,3,NA,20
5767,Russian Federation,3,NA,20
5768,Russian Federation,3,NA,25
5769,Russian Federation,3,NA,30
5770,Russian Federation,3,NA,30
5771,Russian Federation,3,NA,40
5772,Russian Federation,2,NA,NA
5773,Russian Federation,3,NA,15
5774,Russian Federation,3,NA,50
5775,Russian Federation,3,NA,100
5776,Russian Federation,2,NA,NA
5777,Russian Federation,3,NA,30
5778,Russian Federation,3,NA,30
5779,Russian Federation,3,NA,25
5780,Russian Federation,3,NA,100
5781,Russian Federation,3,NA,50
5782,Russian Federation,NA,NA,NA
5783,Russian Federation,3,NA,10
5784,Russian Federation,3,NA,60
5785,Russian Federation,1,30,NA
5786,Russian Federation,3,NA,35
5787,Russian Federation,NA,NA,NA
5788,Russian Federation,3,NA,25
5789,Russian Federation,3,NA,18
5790,Russian Federation,3,NA,25
5791,Russian Federation,3,NA,15
5792,Russian Federation,3,NA,50
5793,Russian Federation,2,NA,NA
5794,Russian Federation,3,NA,40
5795,Russian Federation,2,NA,NA
5796,Russian Federation,3,NA,80
5797,Russian Federation,3,NA,60
5798,Russian Federation,NA,NA,NA
5799,Russian Federation,3,NA,40
5800,Russian Federation,3,NA,90
5801,Russian Federation,3,NA,20
5802,Russian Federation,3,NA,30
5803,Russian Federation,3,NA,30
5804,Russian Federation,3,NA,40
5805,Russian Federation,1,5,NA
5806,Russian Federation,3,NA,10
5807,Russian Federation,3,NA,30
5808,Russian Federation,3,NA,40
5809,Russian Federation,3,NA,90
5810,Russian Federation,3,NA,100
5811,Russian Federation,1,15,NA
5812,Russian Federation,3,NA,15
5813,Russian Federation,3,NA,30
5814,Russian Federation,3,NA,40
5815,Russian Federation,3,NA,65
5816,Russian Federation,3,NA,50
5817,Russian Federation,3,NA,25
5818,Russian Federation,3,NA,20
5819,Russian Federation,3,NA,50
5820,Russian Federation,3,NA,20
5821,Russian Federation,3,NA,60
5822,Russian Federation,3,NA,50
5823,Russian Federation,3,NA,35
5824,Russian Federation,1,25,NA
5825,Russian Federation,1,23,NA
5826,Russian Federation,3,NA,10
5827,Russian Federation,3,NA,30
5828,Russian Federation,3,NA,50
5829,Russian Federation,2,NA,NA
5830,Russian Federation,2,NA,NA
5831,Russian Federation,3,NA,30
5832,Russian Federation,2,NA,NA
5833,Russian Federation,3,NA,20
5834,Russian Federation,3,NA,40
5835,Russian Federation,3,NA,25
5836,Russian Federation,3,NA,20
5837,Russian Federation,NA,NA,NA
5838,Russian Federation,3,NA,50
5839,Russian Federation,NA,NA,NA
5840,Russian Federation,3,NA,10
5841,Russian Federation,NA,NA,NA
5842,Russian Federation,-99,NA,NA
5843,Russian Federation,2,NA,NA
5844,Russian Federation,3,NA,20
5845,Russian Federation,3,NA,30
5846,Russian Federation,3,NA,30
5847,Russian Federation,3,NA,25
5848,Russian Federation,3,NA,10
5849,Russian Federation,2,NA,NA
5850,Russian Federation,3,NA,30
5851,Russian Federation,3,NA,50
5852,Russian Federation,3,NA,25
5853,Russian Federation,NA,NA,NA
5854,Russian Federation,3,NA,40
5855,Russian Federation,2,NA,NA
5856,Russian Federation,2,NA,NA
5857,Russian Federation,3,NA,50
5858,Russian Federation,3,NA,20
5859,Russian Federation,3,NA,30
5860,Russian Federation,3,NA,20
5861,Russian Federation,3,NA,10
5862,Russian Federation,2,NA,NA
5863,Russian Federation,-99,NA,NA
5864,Russian Federation,3,NA,16
5865,Russian Federation,3,NA,60
5866,Russian Federation,3,NA,35
5867,Russian Federation,3,NA,25
5868,Russian Federation,NA,NA,NA
5869,Russian Federation,3,NA,30
5870,Russian Federation,NA,NA,NA
5871,Russian Federation,2,NA,NA
5872,Russian Federation,NA,NA,NA
5873,Russian Federation,3,NA,100
5874,Russian Federation,3,NA,20
5875,Russian Federation,3,NA,30
5876,Russian Federation,3,NA,30
5877,Russian Federation,3,NA,30
5878,Russian Federation,3,NA,30
5879,Russian Federation,3,NA,35
5880,Russian Federation,3,NA,5
5881,Russian Federation,3,NA,30
5882,Russian Federation,3,NA,20
5883,Russian Federation,3,NA,25
5884,Russian Federation,NA,NA,NA
5885,Russian Federation,3,NA,15
5886,Russian Federation,NA,NA,NA
5887,Russian Federation,3,NA,15
5888,Russian Federation,3,NA,20
5889,Russian Federation,NA,NA,NA
5890,Russian Federation,3,NA,20
5891,Russian Federation,3,NA,40
5892,Russian Federation,3,NA,35
5893,Russian Federation,3,NA,90
5894,Russian Federation,3,NA,40
5895,Russian Federation,3,NA,25
5896,Russian Federation,3,NA,20
5897,Russian Federation,3,NA,10
5898,Russian Federation,3,NA,40
5899,Russian Federation,3,NA,30
5900,Russian Federation,NA,NA,NA
5901,Russian Federation,2,NA,NA
5902,Russian Federation,3,NA,45
5903,Russian Federation,3,NA,40
5904,Russian Federation,3,NA,30
5905,Russian Federation,3,NA,15
5906,Russian Federation,3,NA,30
5907,Russian Federation,2,NA,NA
5908,Russian Federation,3,NA,30
5909,Russian Federation,3,NA,80
5910,Russian Federation,3,NA,50
5911,Russian Federation,3,NA,40
5912,Russian Federation,NA,NA,NA
5913,Russian Federation,3,NA,30
5914,Russian Federation,3,NA,20
5915,Russian Federation,3,NA,70
5916,Russian Federation,3,NA,35
5917,Russian Federation,3,NA,60
5918,Russian Federation,3,NA,30
5919,Russian Federation,NA,NA,NA
5920,Russian Federation,NA,NA,NA
5921,Russian Federation,2,NA,NA
5922,Russian Federation,1,3,NA
5923,Russian Federation,NA,NA,NA
5924,Russian Federation,3,NA,50
5925,Russian Federation,3,NA,50
5926,Russian Federation,NA,NA,NA
5927,Russian Federation,3,NA,70
5928,Russian Federation,3,NA,40
5929,Russian Federation,3,NA,20
5930,Russian Federation,NA,NA,NA
5931,Russian Federation,3,NA,30
5932,Russian Federation,2,NA,NA
5933,Russian Federation,3,NA,30
5934,Russian Federation,3,NA,30
5935,Russian Federation,3,NA,75
5936,Russian Federation,1,10,NA
5937,Russian Federation,3,NA,30
5938,Russian Federation,2,NA,NA
5939,Russian Federation,3,NA,40
5940,Russian Federation,3,NA,15
5941,Russian Federation,2,NA,NA
5942,Russian Federation,3,NA,30
5943,Russian Federation,3,NA,40
5944,Russian Federation,3,NA,40
5945,Russian Federation,3,NA,100
5946,Russian Federation,3,NA,20
5947,Russian Federation,1,5,NA
5948,Russian Federation,3,NA,25
5949,Russian Federation,3,NA,25
5950,Russian Federation,3,NA,80
5951,Russian Federation,3,NA,60
5952,Russian Federation,3,NA,60
5953,Russian Federation,NA,NA,NA
5954,Russian Federation,3,NA,40
5955,Russian Federation,NA,NA,NA
5956,Russian Federation,3,NA,35
5957,Russian Federation,3,NA,20
5958,Russian Federation,1,25,NA
5959,Russian Federation,3,NA,30
5960,Russian Federation,3,NA,40
5961,Russian Federation,3,NA,40
5962,Russian Federation,3,NA,30
5963,Russian Federation,3,NA,30
5964,Russian Federation,3,NA,45
5965,Russian Federation,2,NA,NA
5966,Russian Federation,3,NA,30
5967,Russian Federation,3,NA,35
5968,Russian Federation,2,NA,NA
5969,Russian Federation,3,NA,25
5970,Russian Federation,1,20,NA
5971,Russian Federation,3,NA,14
5972,Russian Federation,3,NA,30
5973,Russian Federation,1,5,NA
5974,Russian Federation,3,NA,10
5975,Russian Federation,3,NA,-9
5976,Russian Federation,2,NA,NA
5977,Russian Federation,1,5,NA
5978,Russian Federation,NA,NA,NA
5979,Russian Federation,3,NA,35
5980,Russian Federation,2,NA,NA
5981,Russian Federation,3,NA,30
5982,Russian Federation,3,NA,15
5983,Russian Federation,3,NA,20
5984,Russian Federation,NA,NA,NA
5985,Russian Federation,NA,NA,NA
5986,Russian Federation,NA,NA,NA
5987,Russian Federation,3,NA,20
5988,Russian Federation,3,NA,90
5989,Russian Federation,3,NA,15
5990,Russian Federation,NA,NA,NA
5991,Russian Federation,3,NA,30
5992,Russian Federation,NA,NA,NA
5993,Russian Federation,3,NA,60
5994,Russian Federation,2,NA,NA
5995,Russian Federation,3,NA,40
5996,Russian Federation,3,NA,50
5997,Russian Federation,3,NA,30
5998,Russian Federation,3,NA,80
5999,Russian Federation,2,NA,NA
6000,Russian Federation,3,NA,30
6001,Russian Federation,3,NA,50
6002,Russian Federation,3,NA,20
6003,Russian Federation,3,NA,40
6004,Russian Federation,3,NA,40
6005,Russian Federation,3,NA,10
6006,Russian Federation,2,NA,NA
6007,Russian Federation,2,NA,NA
6008,Russian Federation,3,NA,20
6009,Russian Federation,1,10,NA
6010,Russian Federation,2,NA,NA
6011,Russian Federation,3,NA,40
6012,Russian Federation,3,NA,30
6013,Russian Federation,2,NA,NA
6014,Russian Federation,3,NA,5
6015,Russian Federation,NA,NA,NA
6016,Russian Federation,2,NA,NA
6017,Russian Federation,NA,NA,NA
6018,Russian Federation,1,10,NA
6019,Russian Federation,3,NA,40
6020,Russian Federation,3,NA,30
6021,Russian Federation,3,NA,60
6022,Russian Federation,3,NA,25
6023,Russian Federation,NA,NA,NA
6024,Russian Federation,3,NA,30
6025,Russian Federation,3,NA,30
6026,Russian Federation,NA,NA,NA
6027,Russian Federation,3,NA,20
6028,Russian Federation,3,NA,30
6029,Russian Federation,3,NA,15
6030,Russian Federation,3,NA,20
6031,Russian Federation,1,10,NA
6032,Russian Federation,3,NA,10
6033,Russian Federation,3,NA,40
6034,Russian Federation,3,NA,50
6035,Russian Federation,3,NA,25
6036,Russian Federation,3,NA,40
6037,Russian Federation,3,NA,30
6038,Russian Federation,NA,NA,NA
6039,Russian Federation,3,NA,20
6040,Russian Federation,2,NA,NA
6041,Russian Federation,3,NA,50
6042,Russian Federation,NA,NA,NA
6043,Russian Federation,3,NA,30
6044,Russian Federation,3,NA,50
6045,Russian Federation,3,NA,40
6046,Russian Federation,3,NA,30
6047,Russian Federation,3,NA,50
6048,Russian Federation,NA,NA,NA
6049,Russian Federation,2,NA,NA
6050,Russian Federation,3,NA,40
6051,Russian Federation,3,NA,10
6052,Russian Federation,3,NA,25
6053,Russian Federation,NA,NA,NA
6054,Russian Federation,2,NA,NA
6055,Russian Federation,3,NA,30
6056,Russian Federation,3,NA,25
6057,Russian Federation,2,NA,NA
6058,Russian Federation,3,NA,20
6059,Russian Federation,3,NA,30
6060,Russian Federation,3,NA,40
6061,Russian Federation,3,NA,30
6062,Russian Federation,3,NA,30
6063,Russian Federation,3,NA,50
6064,Russian Federation,3,NA,30
6065,Russian Federation,3,NA,100
6066,Russian Federation,2,NA,NA
6067,Russian Federation,3,NA,20
6068,Russian Federation,3,NA,40
6069,Russian Federation,2,NA,NA
6070,Russian Federation,1,20,NA
6071,Russian Federation,1,20,NA
6072,Russian Federation,2,NA,NA
6073,Russian Federation,2,NA,NA
6074,Russian Federation,2,NA,NA
6075,Russian Federation,3,NA,-9
6076,Russian Federation,2,NA,NA
6077,Russian Federation,2,NA,NA
6078,Russian Federation,3,NA,30
6079,Russian Federation,3,NA,-9
6080,Russian Federation,2,NA,NA
6081,Russian Federation,3,NA,60
6082,Russian Federation,2,NA,NA
6083,Russian Federation,2,NA,NA
6084,Russian Federation,3,NA,50
6085,Russian Federation,3,NA,10
6086,Russian Federation,2,NA,NA
6087,Russian Federation,3,NA,25
6088,Russian Federation,1,5,NA
6089,Russian Federation,2,NA,NA
6090,Russian Federation,3,NA,30
6091,Russian Federation,3,NA,30
6092,Russian Federation,2,NA,NA
6093,Russian Federation,3,NA,40
6094,Russian Federation,3,NA,30
6095,Russian Federation,3,NA,20
6096,Russian Federation,3,NA,30
6097,Russian Federation,3,NA,30
6098,Russian Federation,2,NA,NA
6099,Russian Federation,2,NA,NA
6100,Russian Federation,3,NA,10
6101,Russian Federation,3,NA,30
6102,Russian Federation,3,NA,25
6103,Russian Federation,2,NA,NA
6104,Russian Federation,2,NA,NA
6105,Russian Federation,1,5,NA
6106,Russian Federation,3,NA,40
6107,Russian Federation,3,NA,40
6108,Russian Federation,3,NA,10
6109,Russian Federation,3,NA,35
6110,Russian Federation,2,NA,NA
6111,Russian Federation,2,NA,NA
6112,Russian Federation,3,NA,5
6113,Russian Federation,2,NA,NA
6114,Russian Federation,3,NA,20
6115,Russian Federation,3,NA,40
6116,Russian Federation,2,NA,NA
6117,Russian Federation,3,NA,35
6118,Russian Federation,2,NA,NA
6119,Russian Federation,3,NA,40
6120,Russian Federation,3,NA,100
6121,Russian Federation,3,NA,40
6122,Russian Federation,3,NA,40
6123,Russian Federation,2,NA,NA
6124,Russian Federation,3,NA,40
6125,Russian Federation,2,NA,NA
6126,Russian Federation,2,NA,NA
6127,Russian Federation,3,NA,20
6128,Russian Federation,3,NA,40
6129,Russian Federation,3,NA,100
6130,Russian Federation,2,NA,NA
6131,Russian Federation,3,NA,30
6132,Russian Federation,3,NA,35
6133,Russian Federation,3,NA,15
6134,Russian Federation,3,NA,15
6135,Russian Federation,2,NA,NA
6136,Russian Federation,1,20,NA
6137,Russian Federation,NA,NA,NA
6138,Russian Federation,1,10,NA
6139,Russian Federation,2,NA,NA
6140,Russian Federation,2,NA,NA
6141,Russian Federation,NA,NA,NA
6142,Russian Federation,3,NA,20
6143,Russian Federation,2,NA,NA
6144,Russian Federation,NA,NA,NA
6145,Russian Federation,3,NA,50
6146,Russian Federation,3,NA,40
6147,Russian Federation,1,20,NA
6148,Russian Federation,2,NA,NA
6149,Russian Federation,3,NA,40
6150,Russian Federation,2,NA,NA
6151,Russian Federation,2,NA,NA
6152,Russian Federation,NA,NA,NA
6153,Russian Federation,2,NA,NA
6154,Russian Federation,3,NA,30
6155,Russian Federation,2,NA,NA
6156,Russian Federation,3,NA,30
6157,Russian Federation,3,NA,10
6158,Russian Federation,2,NA,NA
6159,Russian Federation,3,NA,40
6160,Russian Federation,3,NA,20
6161,Russian Federation,1,5,NA
6162,Russian Federation,3,NA,30
6163,Russian Federation,2,NA,NA
6164,Russian Federation,2,NA,NA
6165,Russian Federation,3,NA,30
6166,Russian Federation,3,NA,30
6167,Russian Federation,1,12,NA
6168,Russian Federation,2,NA,NA
6169,Russian Federation,3,NA,20
6170,Russian Federation,3,NA,50
6171,Russian Federation,3,NA,20
6172,Russian Federation,2,NA,NA
6173,Russian Federation,2,NA,NA
6174,Russian Federation,2,NA,NA
6175,Russian Federation,3,NA,30
6176,Russian Federation,3,NA,8
6177,Russian Federation,2,NA,NA
6178,Russian Federation,2,NA,NA
6179,Russian Federation,2,NA,NA
6180,Russian Federation,NA,NA,NA
6181,Russian Federation,3,NA,20
6182,Russian Federation,1,-9,NA
6183,Russian Federation,2,NA,NA
6184,Russian Federation,3,NA,25
6185,Russian Federation,3,NA,30
6186,Russian Federation,NA,NA,NA
6187,Russian Federation,2,NA,NA
6188,Russian Federation,3,NA,30
6189,Russian Federation,3,NA,30
6190,Russian Federation,NA,NA,NA
6191,Russian Federation,3,NA,35
6192,Russian Federation,3,NA,20
6193,Russian Federation,3,NA,30
6194,Russian Federation,3,NA,-9
6195,Russian Federation,3,NA,12
6196,Russian Federation,2,NA,NA
6197,Russian Federation,2,NA,NA
6198,Russian Federation,3,NA,30
6199,Russian Federation,3,NA,30
6200,Russian Federation,3,NA,30
6201,Russian Federation,3,NA,20
6202,Russian Federation,3,NA,30
6203,Russian Federation,3,NA,30
6204,Russian Federation,2,NA,NA
6205,Russian Federation,3,NA,70
6206,Russian Federation,3,NA,10
6207,Russian Federation,3,NA,15
6208,Russian Federation,2,NA,NA
6209,Russian Federation,2,NA,NA
6210,Russian Federation,3,NA,30
6211,Russian Federation,3,NA,20
6212,Russian Federation,2,NA,NA
6213,Russian Federation,2,NA,NA
6214,Russian Federation,2,NA,NA
6215,Russian Federation,3,NA,45
6216,Russian Federation,2,NA,NA
6217,Russian Federation,2,NA,NA
6218,Russian Federation,2,NA,NA
6219,Russian Federation,3,NA,15
6220,Russian Federation,3,NA,20
6221,Russian Federation,2,NA,NA
6222,Russian Federation,3,NA,10
6223,Russian Federation,3,NA,5
6224,Russian Federation,3,NA,50
6225,Russian Federation,3,NA,15
6226,Russian Federation,2,NA,NA
6227,Russian Federation,2,NA,NA
6228,Russian Federation,2,NA,NA
6229,Russian Federation,2,NA,NA
6230,Russian Federation,2,NA,NA
6231,Russian Federation,3,NA,10
6232,Russian Federation,2,NA,NA
6233,Russian Federation,3,NA,30
6234,Russian Federation,2,NA,NA
6235,Russian Federation,3,NA,50
6236,Russian Federation,3,NA,50
6237,Russian Federation,2,NA,NA
6238,Russian Federation,3,NA,20
6239,Russian Federation,3,NA,10
6240,Russian Federation,3,NA,30
6241,Russian Federation,2,NA,NA
6242,Russian Federation,3,NA,15
6243,Russian Federation,3,NA,15
6244,Russian Federation,2,NA,NA
6245,Russian Federation,2,NA,NA
6246,Russian Federation,2,NA,NA
6247,Russian Federation,2,NA,NA
6248,Russian Federation,3,NA,20
6249,Russian Federation,2,NA,NA
6250,Russian Federation,3,NA,85
6251,Russian Federation,2,NA,NA
6252,Russian Federation,3,NA,30
6253,Russian Federation,3,NA,20
6254,Russian Federation,3,NA,30
6255,Russian Federation,3,NA,30
6256,Russian Federation,2,NA,NA
6257,Russian Federation,3,NA,35
6258,Russian Federation,3,NA,30
6259,Russian Federation,3,NA,20
6260,Russian Federation,2,NA,NA
6261,Russian Federation,2,NA,NA
6262,Russian Federation,2,NA,NA
6263,Russian Federation,3,NA,30
6264,Russian Federation,2,NA,NA
6265,Russian Federation,3,NA,45
6266,Russian Federation,2,NA,NA
6267,Russian Federation,3,NA,30
6268,Russian Federation,3,NA,20
6269,Russian Federation,3,NA,40
6270,Russian Federation,3,NA,10
6271,Russian Federation,3,NA,-9
6272,Russian Federation,3,NA,30
6273,Russian Federation,3,NA,20
6274,Russian Federation,3,NA,15
6275,Russian Federation,3,NA,20
6276,Russian Federation,3,NA,30
6277,Russian Federation,3,NA,30
6278,Russian Federation,3,NA,30
6279,Russian Federation,3,NA,30
6280,Russian Federation,1,-9,NA
6281,Russian Federation,3,NA,20
6282,Russian Federation,3,NA,10
6283,Russian Federation,3,NA,20
6284,Russian Federation,2,NA,NA
6285,Russian Federation,2,NA,NA
6286,Russian Federation,3,NA,40
6287,Russian Federation,2,NA,NA
6288,Russian Federation,2,NA,NA
6289,Russian Federation,3,NA,50
6290,Russian Federation,3,NA,30
6291,Russian Federation,3,NA,10
6292,Russian Federation,3,NA,30
6293,Russian Federation,3,NA,45
6294,Russian Federation,2,NA,NA
6295,Russian Federation,2,NA,NA
6296,Russian Federation,3,NA,15
6297,Russian Federation,2,NA,NA
6298,Russian Federation,3,NA,40
6299,Russian Federation,2,NA,NA
6300,Russian Federation,2,NA,NA
6301,Russian Federation,3,NA,35
6302,Russian Federation,3,NA,10
6303,Russian Federation,2,NA,NA
6304,Russian Federation,3,NA,25
6305,Russian Federation,2,NA,NA
6306,Russian Federation,NA,NA,NA
6307,Russian Federation,2,NA,NA
6308,Russian Federation,2,NA,NA
6309,Russian Federation,2,NA,NA
6310,Russian Federation,3,NA,30
6311,Russian Federation,NA,NA,NA
6312,Russian Federation,NA,NA,NA
6313,Russian Federation,NA,NA,NA
6314,Russian Federation,3,NA,15
6315,Russian Federation,3,NA,50
6316,Russian Federation,3,NA,22
6317,Russian Federation,3,NA,5
6318,Russian Federation,NA,NA,NA
