Business,Country,COVb2a,COVb2b,COVb2c
1,Italy,3,NA,30
2,Italy,2,NA,NA
3,Italy,3,NA,50
4,Italy,3,NA,25
5,Italy,3,NA,70
6,Italy,3,NA,50
7,Italy,3,NA,100
8,Italy,NA,NA,NA
9,Italy,3,NA,50
10,Italy,3,NA,60
11,Italy,NA,NA,NA
12,Italy,NA,NA,NA
13,Italy,3,NA,70
14,Italy,2,NA,NA
15,Italy,3,NA,50
16,Italy,3,NA,35
17,Italy,3,NA,20
18,Italy,3,NA,50
19,Italy,3,NA,100
20,Italy,NA,NA,NA
21,Italy,3,NA,40
22,Italy,3,NA,80
23,Italy,NA,NA,NA
24,Italy,2,NA,NA
25,Italy,NA,NA,NA
26,Italy,NA,NA,NA
27,Italy,NA,NA,NA
28,Italy,3,NA,50
29,Italy,NA,NA,NA
30,Italy,3,NA,95
31,Italy,NA,NA,NA
32,Italy,1,25,NA
33,Italy,3,NA,90
34,Italy,3,NA,40
35,Italy,NA,NA,NA
36,Italy,3,NA,40
37,Italy,3,NA,90
38,Italy,2,NA,NA
39,Italy,NA,NA,NA
40,Italy,NA,NA,NA
41,Italy,NA,NA,NA
42,Italy,NA,NA,NA
43,Italy,3,NA,35
44,Italy,3,NA,50
45,Italy,NA,NA,NA
46,Italy,3,NA,20
47,Italy,NA,NA,NA
48,Italy,3,NA,20
49,Italy,3,NA,100
50,Italy,3,NA,50
51,Italy,2,NA,NA
52,Italy,3,NA,50
53,Italy,3,NA,10
54,Italy,3,NA,95
55,Italy,NA,NA,NA
56,Italy,3,NA,50
57,Italy,3,NA,60
58,Italy,NA,NA,NA
59,Italy,3,NA,25
60,Italy,3,NA,30
61,Italy,3,NA,30
62,Italy,NA,NA,NA
63,Italy,3,NA,50
64,Italy,NA,NA,NA
65,Italy,NA,NA,NA
66,Italy,NA,NA,NA
67,Italy,NA,NA,NA
68,Italy,2,NA,NA
69,Italy,NA,NA,NA
70,Italy,NA,NA,NA
71,Italy,3,NA,50
72,Italy,3,NA,100
73,Italy,2,NA,NA
74,Italy,NA,NA,NA
75,Italy,NA,NA,NA
76,Italy,NA,NA,NA
77,Italy,NA,NA,NA
78,Italy,NA,NA,NA
79,Italy,NA,NA,NA
80,Italy,3,NA,20
81,Italy,3,NA,30
82,Italy,NA,NA,NA
83,Italy,3,NA,50
84,Italy,3,NA,70
85,Italy,3,NA,60
86,Italy,NA,NA,NA
87,Italy,3,NA,30
88,Italy,3,NA,50
89,Italy,3,NA,40
90,Italy,NA,NA,NA
91,Italy,NA,NA,NA
92,Italy,NA,NA,NA
93,Italy,NA,NA,NA
94,Italy,3,NA,30
95,Italy,3,NA,90
96,Italy,NA,NA,NA
97,Italy,3,NA,90
98,Italy,3,NA,20
99,Italy,NA,NA,NA
100,Italy,3,NA,50
101,Italy,3,NA,70
102,Italy,2,NA,NA
103,Italy,2,NA,NA
104,Italy,3,NA,60
105,Italy,NA,NA,NA
106,Italy,NA,NA,NA
107,Italy,NA,NA,NA
108,Italy,NA,NA,NA
109,Italy,3,NA,90
110,Italy,3,NA,100
111,Italy,3,NA,100
112,Italy,NA,NA,NA
113,Italy,3,NA,30
114,Italy,NA,NA,NA
115,Italy,3,NA,20
116,Italy,2,NA,NA
117,Italy,3,NA,50
118,Italy,3,NA,80
119,Italy,NA,NA,NA
120,Italy,3,NA,30
121,Italy,3,NA,50
122,Italy,NA,NA,NA
123,Italy,2,NA,NA
124,Italy,NA,NA,NA
125,Italy,NA,NA,NA
126,Italy,3,NA,42
127,Italy,3,NA,90
128,Italy,NA,NA,NA
129,Italy,NA,NA,NA
130,Italy,NA,NA,NA
131,Italy,3,NA,40
132,Italy,NA,NA,NA
133,Italy,2,NA,NA
134,Italy,2,NA,NA
135,Italy,3,NA,50
136,Italy,3,NA,70
137,Italy,3,NA,20
138,Italy,NA,NA,NA
139,Italy,2,NA,NA
140,Italy,3,NA,40
141,Italy,NA,NA,NA
142,Italy,NA,NA,NA
143,Italy,3,NA,50
144,Italy,3,NA,10
145,Italy,3,NA,100
146,Italy,3,NA,40
147,Italy,3,NA,100
148,Italy,3,NA,25
149,Italy,NA,NA,NA
150,Italy,3,NA,20
151,Italy,NA,NA,NA
152,Italy,NA,NA,NA
153,Italy,3,NA,30
154,Italy,3,NA,70
155,Italy,3,NA,60
156,Italy,3,NA,100
157,Italy,3,NA,10
158,Italy,3,NA,100
159,Italy,3,NA,100
160,Italy,3,NA,50
161,Italy,3,NA,10
162,Italy,NA,NA,NA
163,Italy,3,NA,5
164,Italy,NA,NA,NA
165,Italy,NA,NA,NA
166,Italy,3,NA,100
167,Italy,3,NA,50
168,Italy,3,NA,30
169,Italy,3,NA,20
170,Italy,NA,NA,NA
171,Italy,3,NA,80
172,Italy,2,NA,NA
173,Italy,2,NA,NA
174,Italy,3,NA,50
175,Italy,3,NA,70
176,Italy,3,NA,40
177,Italy,NA,NA,NA
178,Italy,NA,NA,NA
179,Italy,3,NA,80
180,Italy,NA,NA,NA
181,Italy,NA,NA,NA
182,Italy,3,NA,80
183,Italy,3,NA,50
184,Italy,NA,NA,NA
185,Italy,3,NA,20
186,Italy,3,NA,40
187,Italy,NA,NA,NA
188,Italy,3,NA,100
189,Italy,3,NA,100
190,Italy,3,NA,100
191,Italy,3,NA,100
192,Italy,NA,NA,NA
193,Italy,NA,NA,NA
194,Italy,3,NA,85
195,Italy,3,NA,99
196,Italy,3,NA,80
197,Italy,3,NA,70
198,Italy,3,NA,50
199,Italy,3,NA,20
200,Italy,NA,NA,NA
201,Italy,3,NA,100
202,Italy,3,NA,90
203,Italy,NA,NA,NA
204,Italy,NA,NA,NA
205,Italy,3,NA,100
206,Italy,NA,NA,NA
207,Italy,NA,NA,NA
208,Italy,NA,NA,NA
209,Italy,NA,NA,NA
210,Italy,1,5,NA
211,Italy,3,NA,50
212,Italy,NA,NA,NA
213,Italy,NA,NA,NA
214,Italy,NA,NA,NA
215,Italy,NA,NA,NA
216,Italy,3,NA,100
217,Italy,NA,NA,NA
218,Italy,NA,NA,NA
219,Italy,NA,NA,NA
220,Italy,NA,NA,NA
221,Italy,3,NA,100
222,Italy,3,NA,80
223,Italy,NA,NA,NA
224,Italy,2,NA,NA
225,Italy,NA,NA,NA
226,Italy,1,25,NA
227,Italy,3,NA,50
228,Italy,2,NA,NA
229,Italy,NA,NA,NA
230,Italy,2,NA,NA
231,Italy,NA,NA,NA
232,Italy,NA,NA,NA
233,Italy,NA,NA,NA
234,Italy,2,NA,NA
235,Italy,3,NA,20
236,Italy,NA,NA,NA
237,Italy,NA,NA,NA
238,Italy,3,NA,100
239,Italy,3,NA,70
240,Italy,NA,NA,NA
241,Italy,3,NA,99
242,Italy,3,NA,50
243,Italy,NA,NA,NA
244,Italy,NA,NA,NA
245,Italy,3,NA,10
246,Italy,NA,NA,NA
247,Italy,NA,NA,NA
248,Italy,NA,NA,NA
249,Italy,3,NA,50
250,Italy,NA,NA,NA
251,Italy,2,NA,NA
252,Italy,3,NA,60
253,Italy,3,NA,100
254,Italy,NA,NA,NA
255,Italy,2,NA,NA
256,Italy,NA,NA,NA
257,Italy,3,NA,50
258,Italy,3,NA,100
259,Italy,3,NA,98
260,Italy,3,NA,50
261,Italy,3,NA,40
262,Italy,NA,NA,NA
263,Italy,NA,NA,NA
264,Italy,NA,NA,NA
265,Italy,NA,NA,NA
266,Italy,NA,NA,NA
267,Italy,NA,NA,NA
268,Italy,NA,NA,NA
269,Italy,1,10,NA
270,Italy,NA,NA,NA
271,Italy,3,NA,50
272,Italy,NA,NA,NA
273,Italy,NA,NA,NA
274,Italy,NA,NA,NA
275,Italy,3,NA,100
276,Italy,NA,NA,NA
277,Italy,NA,NA,NA
278,Italy,NA,NA,NA
279,Italy,3,NA,80
280,Italy,NA,NA,NA
281,Italy,3,NA,50
282,Italy,NA,NA,NA
283,Italy,3,NA,90
284,Italy,3,NA,90
285,Italy,3,NA,50
286,Italy,NA,NA,NA
287,Italy,NA,NA,NA
288,Italy,NA,NA,NA
289,Italy,1,10,NA
290,Italy,NA,NA,NA
291,Italy,2,NA,NA
292,Italy,3,NA,40
293,Italy,3,NA,35
294,Italy,NA,NA,NA
295,Italy,3,NA,95
296,Italy,NA,NA,NA
297,Italy,NA,NA,NA
298,Italy,NA,NA,NA
299,Italy,3,NA,30
300,Italy,2,NA,NA
301,Italy,3,NA,80
302,Italy,3,NA,100
303,Italy,3,NA,50
304,Italy,3,NA,50
305,Italy,3,NA,100
306,Italy,3,NA,40
307,Italy,3,NA,90
308,Italy,NA,NA,NA
309,Italy,2,NA,NA
310,Italy,2,NA,NA
311,Italy,NA,NA,NA
312,Italy,NA,NA,NA
313,Italy,3,NA,70
314,Italy,3,NA,75
315,Italy,NA,NA,NA
316,Italy,NA,NA,NA
317,Italy,3,NA,60
318,Italy,NA,NA,NA
319,Italy,1,20,NA
320,Italy,NA,NA,NA
321,Italy,2,NA,NA
322,Italy,2,NA,NA
323,Italy,3,NA,60
324,Italy,NA,NA,NA
325,Italy,3,NA,90
326,Italy,NA,NA,NA
327,Italy,NA,NA,NA
328,Italy,NA,NA,NA
329,Italy,NA,NA,NA
330,Italy,NA,NA,NA
331,Italy,3,NA,100
332,Italy,3,NA,60
333,Italy,NA,NA,NA
334,Italy,NA,NA,NA
335,Italy,3,NA,100
336,Italy,NA,NA,NA
337,Italy,NA,NA,NA
338,Italy,2,NA,NA
339,Italy,2,NA,NA
340,Italy,NA,NA,NA
341,Italy,3,NA,40
342,Italy,NA,NA,NA
343,Italy,3,NA,95
344,Italy,3,NA,50
345,Italy,2,NA,NA
346,Italy,2,NA,NA
347,Italy,NA,NA,NA
348,Italy,NA,NA,NA
349,Italy,NA,NA,NA
350,Italy,NA,NA,NA
351,Italy,2,NA,NA
352,Italy,NA,NA,NA
353,Italy,NA,NA,NA
354,Italy,2,NA,NA
355,Italy,3,NA,30
356,Italy,NA,NA,NA
357,Italy,3,NA,100
358,Italy,NA,NA,NA
359,Italy,NA,NA,NA
360,Italy,2,NA,NA
361,Italy,NA,NA,NA
362,Italy,3,NA,100
363,Italy,NA,NA,NA
364,Italy,3,NA,30
365,Italy,NA,NA,NA
366,Italy,3,NA,30
367,Italy,NA,NA,NA
368,Italy,2,NA,NA
369,Italy,NA,NA,NA
370,Italy,3,NA,10
371,Italy,NA,NA,NA
372,Italy,3,NA,10
373,Italy,3,NA,30
374,Italy,3,NA,40
375,Italy,NA,NA,NA
376,Italy,3,NA,40
377,Italy,NA,NA,NA
378,Italy,3,NA,30
379,Italy,3,NA,50
380,Italy,NA,NA,NA
381,Italy,3,NA,90
382,Italy,2,NA,NA
383,Italy,NA,NA,NA
384,Italy,3,NA,25
385,Italy,3,NA,20
386,Italy,NA,NA,NA
387,Italy,NA,NA,NA
388,Italy,3,NA,15
389,Italy,2,NA,NA
390,Italy,3,NA,50
391,Italy,1,10,NA
392,Italy,2,NA,NA
393,Italy,3,NA,100
394,Italy,1,5,NA
395,Italy,NA,NA,NA
396,Italy,NA,NA,NA
397,Italy,NA,NA,NA
398,Italy,3,NA,20
399,Italy,3,NA,40
400,Italy,3,NA,20
401,Italy,NA,NA,NA
402,Italy,NA,NA,NA
403,Italy,3,NA,30
404,Italy,3,NA,50
405,Italy,NA,NA,NA
406,Italy,NA,NA,NA
407,Italy,3,NA,5
408,Italy,3,NA,85
409,Italy,NA,NA,NA
410,Italy,NA,NA,NA
411,Italy,3,NA,70
412,Italy,3,NA,30
413,Italy,2,NA,NA
414,Italy,2,NA,NA
415,Italy,NA,NA,NA
416,Italy,2,NA,NA
417,Italy,3,NA,40
418,Italy,NA,NA,NA
419,Italy,NA,NA,NA
420,Italy,2,NA,NA
421,Italy,NA,NA,NA
422,Italy,2,NA,NA
423,Italy,2,NA,NA
424,Italy,2,NA,NA
425,Italy,3,NA,50
426,Italy,3,NA,20
427,Italy,NA,NA,NA
428,Italy,3,NA,70
429,Italy,NA,NA,NA
430,Italy,3,NA,50
431,Italy,3,NA,5
432,Italy,3,NA,40
433,Italy,3,NA,45
434,Italy,3,NA,20
435,Italy,NA,NA,NA
436,Italy,3,NA,100
437,Italy,NA,NA,NA
438,Italy,2,NA,NA
439,Italy,3,NA,40
440,Italy,NA,NA,NA
441,Italy,NA,NA,NA
442,Italy,3,NA,58
443,Italy,NA,NA,NA
444,Italy,NA,NA,NA
445,Italy,NA,NA,NA
446,Italy,NA,NA,NA
447,Italy,NA,NA,NA
448,Italy,NA,NA,NA
449,Italy,NA,NA,NA
450,Italy,3,NA,30
451,Italy,2,NA,NA
452,Italy,NA,NA,NA
453,Italy,NA,NA,NA
454,Italy,NA,NA,NA
455,Italy,NA,NA,NA
456,Italy,3,NA,20
457,Italy,NA,NA,NA
458,Italy,NA,NA,NA
459,Italy,NA,NA,NA
460,Italy,NA,NA,NA
461,Italy,3,NA,60
462,Italy,3,NA,70
463,Italy,3,NA,37
464,Italy,NA,NA,NA
465,Italy,NA,NA,NA
466,Italy,NA,NA,NA
467,Italy,3,NA,50
468,Italy,3,NA,20
469,Italy,3,NA,30
470,Italy,2,NA,NA
471,Italy,NA,NA,NA
472,Italy,3,NA,60
473,Italy,2,NA,NA
474,Italy,NA,NA,NA
475,Italy,2,NA,NA
476,Italy,NA,NA,NA
477,Italy,1,20,NA
478,Italy,1,15,NA
479,Italy,3,NA,70
480,Italy,3,NA,35
481,Italy,NA,NA,NA
482,Italy,3,NA,50
483,Italy,3,NA,66
484,Italy,NA,NA,NA
485,Italy,3,NA,60
486,Italy,NA,NA,NA
487,Italy,NA,NA,NA
488,Italy,3,NA,80
489,Italy,3,NA,5
490,Italy,3,NA,30
491,Italy,NA,NA,NA
492,Italy,3,NA,20
493,Italy,NA,NA,NA
494,Italy,NA,NA,NA
495,Italy,1,20,NA
496,Italy,3,NA,30
497,Italy,NA,NA,NA
498,Italy,NA,NA,NA
499,Italy,NA,NA,NA
500,Italy,3,NA,40
501,Italy,3,NA,50
502,Italy,3,NA,20
503,Italy,NA,NA,NA
504,Italy,NA,NA,NA
505,Italy,3,NA,40
506,Italy,NA,NA,NA
507,Italy,NA,NA,NA
508,Italy,NA,NA,NA
509,Italy,NA,NA,NA
510,Italy,NA,NA,NA
511,Italy,3,NA,60
512,Italy,NA,NA,NA
513,Italy,3,NA,15
514,Italy,2,NA,NA
515,Italy,2,NA,NA
516,Italy,NA,NA,NA
517,Italy,3,NA,10
518,Italy,3,NA,40
519,Italy,NA,NA,NA
520,Italy,NA,NA,NA
521,Italy,NA,NA,NA
522,Italy,NA,NA,NA
523,Italy,NA,NA,NA
524,Italy,2,NA,NA
525,Italy,3,NA,20
526,Italy,3,NA,95
527,Italy,3,NA,60
528,Italy,2,NA,NA
529,Italy,NA,NA,NA
530,Italy,NA,NA,NA
531,Italy,3,NA,80
532,Italy,NA,NA,NA
533,Italy,3,NA,6
534,Italy,NA,NA,NA
535,Italy,3,NA,60
536,Italy,NA,NA,NA
537,Italy,1,5,NA
538,Italy,NA,NA,NA
539,Italy,3,NA,70
540,Italy,1,20,NA
541,Italy,3,NA,87
542,Italy,NA,NA,NA
543,Italy,NA,NA,NA
544,Italy,3,NA,90
545,Italy,3,NA,50
546,Italy,3,NA,20
547,Italy,2,NA,NA
548,Italy,3,NA,50
549,Italy,NA,NA,NA
550,Italy,NA,NA,NA
551,Italy,3,NA,95
552,Italy,NA,NA,NA
553,Italy,NA,NA,NA
554,Italy,NA,NA,NA
555,Italy,NA,NA,NA
556,Italy,2,NA,NA
557,Italy,1,32,NA
558,Italy,1,60,NA
559,Italy,NA,NA,NA
560,Italy,NA,NA,NA
561,Italy,3,NA,10
562,Italy,3,NA,25
563,Italy,3,NA,60
564,Italy,NA,NA,NA
565,Italy,NA,NA,NA
566,Italy,3,NA,50
567,Italy,3,NA,50
568,Italy,3,NA,50
569,Italy,NA,NA,NA
570,Italy,NA,NA,NA
571,Italy,NA,NA,NA
572,Italy,NA,NA,NA
573,Italy,NA,NA,NA
574,Italy,3,NA,50
575,Italy,1,20,NA
576,Italy,NA,NA,NA
577,Italy,3,NA,70
578,Italy,NA,NA,NA
579,Italy,2,NA,NA
580,Italy,2,NA,NA
581,Italy,3,NA,25
582,Italy,3,NA,20
583,Italy,3,NA,20
584,Italy,3,NA,30
585,Italy,NA,NA,NA
586,Italy,NA,NA,NA
587,Italy,2,NA,NA
588,Italy,NA,NA,NA
589,Italy,NA,NA,NA
590,Italy,3,NA,50
591,Italy,3,NA,60
592,Italy,NA,NA,NA
593,Italy,3,NA,15
594,Italy,3,NA,70
595,Italy,3,NA,25
596,Italy,2,NA,NA
597,Italy,3,NA,60
598,Italy,NA,NA,NA
599,Italy,3,NA,45
600,Italy,NA,NA,NA
601,Italy,NA,NA,NA
602,Italy,NA,NA,NA
603,Italy,1,10,NA
604,Italy,1,3,NA
605,Italy,2,NA,NA
606,Italy,3,NA,50
607,Italy,2,NA,NA
608,Italy,NA,NA,NA
609,Italy,NA,NA,NA
610,Italy,3,NA,25
611,Italy,1,10,NA
612,Italy,3,NA,35
613,Italy,NA,NA,NA
614,Italy,1,40,NA
615,Italy,NA,NA,NA
616,Italy,3,NA,75
617,Italy,3,NA,30
618,Italy,NA,NA,NA
619,Italy,3,NA,10
620,Italy,3,NA,30
621,Italy,1,10,NA
622,Italy,NA,NA,NA
623,Italy,NA,NA,NA
624,Italy,NA,NA,NA
625,Italy,3,NA,20
626,Italy,1,20,NA
627,Italy,3,NA,20
628,Italy,NA,NA,NA
629,Italy,1,13,NA
630,Italy,1,100,NA
631,Italy,NA,NA,NA
632,Italy,NA,NA,NA
633,Italy,NA,NA,NA
634,Italy,NA,NA,NA
635,Italy,NA,NA,NA
636,Italy,NA,NA,NA
637,Italy,NA,NA,NA
638,Italy,3,NA,30
639,Italy,NA,NA,NA
640,Italy,NA,NA,NA
641,Italy,3,NA,50
642,Italy,NA,NA,NA
643,Italy,3,NA,40
644,Italy,3,NA,60
645,Italy,NA,NA,NA
646,Italy,2,NA,NA
647,Italy,NA,NA,NA
648,Italy,NA,NA,NA
649,Italy,NA,NA,NA
650,Italy,3,NA,20
651,Italy,NA,NA,NA
652,Italy,NA,NA,NA
653,Italy,2,NA,NA
654,Italy,2,NA,NA
655,Italy,NA,NA,NA
656,Italy,NA,NA,NA
657,Italy,2,NA,NA
658,Italy,NA,NA,NA
659,Italy,NA,NA,NA
660,Italy,3,NA,50
661,Italy,3,NA,70
662,Italy,2,NA,NA
663,Italy,NA,NA,NA
664,Italy,3,NA,12
665,Italy,3,NA,72
666,Italy,3,NA,90
667,Italy,NA,NA,NA
668,Italy,NA,NA,NA
669,Italy,NA,NA,NA
670,Italy,NA,NA,NA
671,Italy,3,NA,30
672,Italy,NA,NA,NA
673,Italy,2,NA,NA
674,Italy,2,NA,NA
675,Italy,3,NA,30
676,Italy,3,NA,98
677,Italy,NA,NA,NA
678,Italy,3,NA,30
679,Italy,NA,NA,NA
680,Italy,NA,NA,NA
681,Italy,NA,NA,NA
682,Italy,NA,NA,NA
683,Italy,3,NA,35
684,Italy,2,NA,NA
685,Italy,3,NA,70
686,Italy,3,NA,100
687,Italy,NA,NA,NA
688,Italy,2,NA,NA
689,Italy,3,NA,100
690,Italy,NA,NA,NA
691,Italy,3,NA,30
692,Italy,3,NA,15
693,Italy,NA,NA,NA
694,Italy,2,NA,NA
695,Italy,2,NA,NA
696,Italy,3,NA,15
697,Italy,NA,NA,NA
698,Italy,NA,NA,NA
699,Italy,2,NA,NA
700,Italy,2,NA,NA
701,Italy,3,NA,20
702,Italy,NA,NA,NA
703,Italy,3,NA,15
704,Italy,3,NA,40
705,Italy,NA,NA,NA
706,Italy,3,NA,20
707,Italy,NA,NA,NA
708,Italy,3,NA,40
709,Italy,3,NA,30
710,Italy,2,NA,NA
711,Italy,3,NA,25
712,Italy,NA,NA,NA
713,Italy,3,NA,100
714,Italy,NA,NA,NA
715,Italy,3,NA,50
716,Italy,NA,NA,NA
717,Italy,3,NA,50
718,Italy,NA,NA,NA
719,Italy,NA,NA,NA
720,Italy,NA,NA,NA
721,Italy,2,NA,NA
722,Italy,1,5,NA
723,Italy,2,NA,NA
724,Italy,NA,NA,NA
725,Italy,NA,NA,NA
726,Italy,NA,NA,NA
727,Italy,3,NA,100
728,Italy,NA,NA,NA
729,Italy,NA,NA,NA
730,Italy,NA,NA,NA
731,Italy,NA,NA,NA
732,Italy,3,NA,30
733,Italy,NA,NA,NA
734,Italy,NA,NA,NA
735,Italy,NA,NA,NA
736,Italy,NA,NA,NA
737,Italy,NA,NA,NA
738,Italy,3,NA,35
739,Italy,1,10,NA
740,Italy,3,NA,15
741,Italy,NA,NA,NA
742,Italy,3,NA,50
743,Italy,1,29,NA
744,Italy,3,NA,20
745,Italy,3,NA,60
746,Italy,2,NA,NA
747,Italy,3,NA,40
748,Italy,1,15,NA
749,Italy,NA,NA,NA
750,Italy,NA,NA,NA
751,Italy,NA,NA,NA
752,Italy,3,NA,40
753,Italy,NA,NA,NA
754,Italy,NA,NA,NA
755,Italy,NA,NA,NA
756,Italy,1,60,NA
757,Italy,1,80,NA
758,Italy,NA,NA,NA
759,Italy,NA,NA,NA
760,Italy,2,NA,NA
761,Bulgaria,NA,NA,NA
762,Bulgaria,2,NA,NA
763,Bulgaria,-9,NA,NA
764,Bulgaria,NA,NA,NA
765,Bulgaria,NA,NA,NA
766,Bulgaria,3,NA,10
767,Bulgaria,3,NA,40
768,Bulgaria,2,NA,NA
769,Bulgaria,3,NA,20
770,Bulgaria,3,NA,50
771,Bulgaria,NA,NA,NA
772,Bulgaria,3,NA,30
773,Bulgaria,3,NA,50
774,Bulgaria,NA,NA,NA
775,Bulgaria,NA,NA,NA
776,Bulgaria,3,NA,60
777,Bulgaria,1,15,NA
778,Bulgaria,NA,NA,NA
779,Bulgaria,3,NA,40
780,Bulgaria,2,NA,NA
781,Bulgaria,2,NA,NA
782,Bulgaria,1,10,NA
783,Bulgaria,NA,NA,NA
784,Bulgaria,NA,NA,NA
785,Bulgaria,3,NA,50
786,Bulgaria,NA,NA,NA
787,Bulgaria,2,NA,NA
788,Bulgaria,NA,NA,NA
789,Bulgaria,3,NA,40
790,Bulgaria,3,NA,70
791,Bulgaria,3,NA,15
792,Bulgaria,3,NA,100
793,Bulgaria,2,NA,NA
794,Bulgaria,NA,NA,NA
795,Bulgaria,NA,NA,NA
796,Bulgaria,3,NA,30
797,Bulgaria,3,NA,40
798,Bulgaria,1,15,NA
799,Bulgaria,2,NA,NA
800,Bulgaria,1,20,NA
801,Bulgaria,1,20,NA
802,Bulgaria,3,NA,25
803,Bulgaria,3,NA,80
804,Bulgaria,3,NA,40
805,Bulgaria,NA,NA,NA
806,Bulgaria,3,NA,20
807,Bulgaria,NA,NA,NA
808,Bulgaria,3,NA,10
809,Bulgaria,2,NA,NA
810,Bulgaria,3,NA,15
811,Bulgaria,3,NA,28
812,Bulgaria,3,NA,50
813,Bulgaria,3,NA,50
814,Bulgaria,3,NA,50
815,Bulgaria,1,10,NA
816,Bulgaria,NA,NA,NA
817,Bulgaria,3,NA,20
818,Bulgaria,3,NA,30
819,Bulgaria,NA,NA,NA
820,Bulgaria,3,NA,50
821,Bulgaria,3,NA,10
822,Bulgaria,3,NA,40
823,Bulgaria,NA,NA,NA
824,Bulgaria,1,20,NA
825,Bulgaria,NA,NA,NA
826,Bulgaria,NA,NA,NA
827,Bulgaria,2,NA,NA
828,Bulgaria,3,NA,30
829,Bulgaria,NA,NA,NA
830,Bulgaria,3,NA,55
831,Bulgaria,2,NA,NA
832,Bulgaria,3,NA,25
833,Bulgaria,NA,NA,NA
834,Bulgaria,2,NA,NA
835,Bulgaria,3,NA,50
836,Bulgaria,NA,NA,NA
837,Bulgaria,3,NA,20
838,Bulgaria,3,NA,50
839,Bulgaria,NA,NA,NA
840,Bulgaria,NA,NA,NA
841,Bulgaria,NA,NA,NA
842,Bulgaria,3,NA,50
843,Bulgaria,NA,NA,NA
844,Bulgaria,3,NA,60
845,Bulgaria,3,NA,15
846,Bulgaria,3,NA,20
847,Bulgaria,NA,NA,NA
848,Bulgaria,3,NA,20
849,Bulgaria,3,NA,60
850,Bulgaria,NA,NA,NA
851,Bulgaria,3,NA,90
852,Bulgaria,3,NA,15
853,Bulgaria,2,NA,NA
854,Bulgaria,NA,NA,NA
855,Bulgaria,NA,NA,NA
856,Bulgaria,3,NA,25
857,Bulgaria,3,NA,20
858,Bulgaria,NA,NA,NA
859,Bulgaria,3,NA,20
860,Bulgaria,NA,NA,NA
861,Bulgaria,NA,NA,NA
862,Bulgaria,3,NA,50
863,Bulgaria,3,NA,30
864,Bulgaria,NA,NA,NA
865,Bulgaria,2,NA,NA
866,Bulgaria,NA,NA,NA
867,Bulgaria,3,NA,40
868,Bulgaria,3,NA,20
869,Bulgaria,3,NA,30
870,Bulgaria,3,NA,50
871,Bulgaria,3,NA,15
872,Bulgaria,1,5,NA
873,Bulgaria,2,NA,NA
874,Bulgaria,3,NA,20
875,Bulgaria,3,NA,10
876,Bulgaria,2,NA,NA
877,Bulgaria,3,NA,-9
878,Bulgaria,NA,NA,NA
879,Bulgaria,3,NA,35
880,Bulgaria,NA,NA,NA
881,Bulgaria,NA,NA,NA
882,Bulgaria,3,NA,40
883,Bulgaria,3,NA,15
884,Bulgaria,3,NA,50
885,Bulgaria,NA,NA,NA
886,Bulgaria,2,NA,NA
887,Bulgaria,3,NA,50
888,Bulgaria,3,NA,20
889,Bulgaria,3,NA,20
890,Bulgaria,3,NA,50
891,Bulgaria,3,NA,20
892,Bulgaria,3,NA,10
893,Bulgaria,2,NA,NA
894,Bulgaria,NA,NA,NA
895,Bulgaria,3,NA,80
896,Bulgaria,3,NA,50
897,Bulgaria,3,NA,30
898,Bulgaria,NA,NA,NA
899,Bulgaria,NA,NA,NA
900,Bulgaria,NA,NA,NA
901,Bulgaria,3,NA,70
902,Bulgaria,NA,NA,NA
903,Bulgaria,NA,NA,NA
904,Bulgaria,2,NA,NA
905,Bulgaria,2,NA,NA
906,Bulgaria,3,NA,20
907,Bulgaria,NA,NA,NA
908,Bulgaria,NA,NA,NA
909,Bulgaria,NA,NA,NA
910,Bulgaria,3,NA,25
911,Bulgaria,NA,NA,NA
912,Bulgaria,3,NA,45
913,Bulgaria,3,NA,20
914,Bulgaria,3,NA,5
915,Bulgaria,3,NA,-9
916,Bulgaria,3,NA,20
917,Bulgaria,3,NA,40
918,Bulgaria,2,NA,NA
919,Bulgaria,3,NA,7
920,Bulgaria,NA,NA,NA
921,Bulgaria,2,NA,NA
922,Bulgaria,NA,NA,NA
923,Bulgaria,1,15,NA
924,Bulgaria,1,20,NA
925,Bulgaria,3,NA,50
926,Bulgaria,3,NA,30
927,Bulgaria,NA,NA,NA
928,Bulgaria,3,NA,25
929,Bulgaria,3,NA,27
930,Bulgaria,3,NA,30
931,Bulgaria,3,NA,11
932,Bulgaria,3,NA,23
933,Bulgaria,NA,NA,NA
934,Bulgaria,3,NA,20
935,Bulgaria,2,NA,NA
936,Bulgaria,NA,NA,NA
937,Bulgaria,1,10,NA
938,Bulgaria,3,NA,50
939,Bulgaria,3,NA,30
940,Bulgaria,NA,NA,NA
941,Bulgaria,3,NA,10
942,Bulgaria,3,NA,20
943,Bulgaria,2,NA,NA
944,Bulgaria,NA,NA,NA
945,Bulgaria,NA,NA,NA
946,Bulgaria,2,NA,NA
947,Bulgaria,NA,NA,NA
948,Bulgaria,3,NA,10
949,Bulgaria,3,NA,50
950,Bulgaria,3,NA,20
951,Bulgaria,3,NA,80
952,Bulgaria,NA,NA,NA
953,Bulgaria,2,NA,NA
954,Bulgaria,NA,NA,NA
955,Bulgaria,2,NA,NA
956,Bulgaria,3,NA,18
957,Bulgaria,3,NA,10
958,Bulgaria,NA,NA,NA
